codigo_proceso,t2.procedimiento,total actividades,match paso 5,% paso 5,match paso 6,% paso 6,match paso 7,% paso 7,total match,sin cobertura,% cobertura global
T160265,Gestionar escalamiento incidentes,9,0,0.0%,0,0.0%,0,0.0%,0,9,0.0%
T160265,Gestionar relacionamiento con áreas de apoyo,9,0,0.0%,0,0.0%,0,0.0%,0,9,0.0%
T160265,Monitorear la operación de Golf SifBranch en Sucursales,31,0,0.0%,1,3.2%,3,9.7%,4,27,12.9%
T160265,Registrar y gestionar novedades de ausencia,6,0,0.0%,0,0.0%,0,0.0%,0,6,0.0%
T160265,Soportar procesos experiencias digitales  consumo y pagos,10,0,0.0%,0,0.0%,0,0.0%,0,10,0.0%
T160265,T160265 Administrar el Servicio en Sucursales,14,0,0.0%,0,0.0%,0,0.0%,0,14,0.0%
T160268,Abrir canal Corresponsales Bancarios.,29,0,0.0%,0,0.0%,9,31.0%,9,20,31.0%
T160269,Administrar Base funcionamiento,6,0,0.0%,0,0.0%,1,16.7%,1,5,16.7%
T160269,Administrar Corresponsales Bancarios,8,0,0.0%,0,0.0%,0,0.0%,0,8,0.0%
T160269,Administrar Cupos,22,0,0.0%,0,0.0%,1,4.5%,1,21,4.5%
T160269,Administrar Novedades,7,0,0.0%,0,0.0%,0,0.0%,0,7,0.0%
T160269,Compensar,23,0,0.0%,0,0.0%,0,0.0%,0,23,0.0%
T160269,Generar Informes,3,0,0.0%,0,0.0%,0,0.0%,0,3,0.0%
T160269,Monitorear el Servicio,10,0,0.0%,0,0.0%,0,0.0%,0,10,0.0%
T160269,Novedades Monetarias,12,0,0.0%,0,0.0%,1,8.3%,1,11,8.3%
T160269,Requerimientos Legales,7,1,14.3%,0,0.0%,0,0.0%,1,6,14.3%
T160273,Atender con modelo Servicio,11,0,0.0%,0,0.0%,5,45.5%,5,6,45.5%
T160273,Atender con modelo Ventas,46,0,0.0%,0,0.0%,10,21.7%,10,36,21.7%
T160273,Atender con modelo Ventas y servicio,20,0,0.0%,0,0.0%,6,30.0%,6,14,30.0%
T160273,Autenticar clientes,8,0,0.0%,0,0.0%,2,25.0%,2,6,25.0%
T160273,Contingencia,15,0,0.0%,0,0.0%,7,46.7%,7,8,46.7%
T160273,Ejecutar la transacción,15,0,0.0%,0,0.0%,7,46.7%,7,8,46.7%
T160273,Procesar Operaciones del Cliente en el Contact Center y BPO,7,0,0.0%,0,0.0%,1,14.3%,1,6,14.3%
T160273,Procesar operaciones del cliente en el Contact Center,8,0,0.0%,0,0.0%,1,12.5%,1,7,12.5%
T160273,Realizar paso asesor,21,0,0.0%,0,0.0%,3,14.3%,3,18,14.3%
T160275,Consolidar Gestión de BPO,9,0,0.0%,0,0.0%,3,33.3%,3,6,33.3%
T160275,Gestionar Cognos,19,0,0.0%,0,0.0%,0,0.0%,0,19,0.0%
T160275,Gestionar Incidentes,21,0,0.0%,0,0.0%,5,23.8%,5,16,23.8%
T160275,Gestionar Mesas de Alquiler,28,0,0.0%,0,0.0%,7,25.0%,7,21,25.0%
T160275,Gestionar el Servicio del Contact Center,10,0,0.0%,0,0.0%,0,0.0%,0,10,0.0%
T160275,Gestionar la información de servicios de interacciones a distancia,11,0,0.0%,0,0.0%,7,63.6%,7,4,63.6%
T160275,Gestión de quejas y solicitud de grabaciones,12,0,0.0%,0,0.0%,0,0.0%,0,12,0.0%
T160275,Gestión y control de licenciamiento,6,0,0.0%,0,0.0%,0,0.0%,0,6,0.0%
T160275,Realizar Monitoreos,45,0,0.0%,1,2.2%,11,24.4%,12,33,26.7%
T160275,Realizar gestión de quejas o  solicitud de grabaciones,20,0,0.0%,0,0.0%,6,30.0%,6,14,30.0%
T160275,Realizar seguimiento de indicadores,35,0,0.0%,0,0.0%,6,17.1%,6,29,17.1%
T160288,Contingencia procesar pagos,21,0,0.0%,0,0.0%,2,9.5%,2,19,9.5%
T160288,Procesar pagos de Negocios Fiduciarios,50,0,0.0%,0,0.0%,2,4.0%,2,48,4.0%
T160290,AQR,8,0,0.0%,0,0.0%,0,0.0%,0,8,0.0%
T160290,Gestionar Novedades,21,0,0.0%,0,0.0%,2,9.5%,2,19,9.5%
T160290,Procedimiento contingente,21,0,0.0%,0,0.0%,1,4.8%,1,20,4.8%
T160290,Realizar la causación de los fideicomisos,25,0,0.0%,0,0.0%,2,8.0%,2,23,8.0%
T160290,Recibir Facturas,6,0,0.0%,0,0.0%,1,16.7%,1,5,16.7%
T160295,Administrar negocios de cartera,15,0,0.0%,0,0.0%,0,0.0%,0,15,0.0%
T160295,Admistrar negocio Uniandes,18,0,0.0%,0,0.0%,0,0.0%,0,18,0.0%
T160295,Procesar Negocios de Cartera,40,0,0.0%,0,0.0%,7,17.5%,7,33,17.5%
T1603106,Gestionar Transacciones de Fondos,29,0,0.0%,0,0.0%,8,27.6%,8,21,27.6%
T1603106,Procedimiento de Contingencia,27,0,0.0%,0,0.0%,2,7.4%,2,25,7.4%
T160331,Gestionar FICS,29,0,0.0%,0,0.0%,6,20.7%,6,23,20.7%
T160338,Gestionar Liquidez para Fondos de Inversión,25,0,0.0%,0,0.0%,5,20.0%,5,20,20.0%
T160338,Procedimiento de Contingencia,11,0,0.0%,0,0.0%,2,18.2%,2,9,18.2%
T160355,Modificar Operacion Renta Inmuebles,9,0,0.0%,0,0.0%,2,22.2%,2,7,22.2%
T160355,Modificar Operacion Renta inmuebles,9,0,0.0%,0,0.0%,1,11.1%,1,8,11.1%
T160355,Modificar Operaciones,44,0,0.0%,0,0.0%,3,6.8%,3,41,6.8%
T160355,Modificar Operaciones por Normalización,11,0,0.0%,1,9.1%,0,0.0%,1,10,9.1%
T160362,Gestionar Seguros,21,0,0.0%,0,0.0%,0,0.0%,0,21,0.0%
T160362,Pagar facturas electrónicas de Seguros,35,0,0.0%,0,0.0%,3,8.6%,3,32,8.6%
T160364,Gestionar Cuentas por Cobrar,39,0,0.0%,0,0.0%,0,0.0%,0,39,0.0%
T160370,Contingencia Actividades Criticas,36,0,0.0%,0,0.0%,11,30.6%,11,25,30.6%
T160370,Realizar recaudo para mercado de capitales,36,0,0.0%,0,0.0%,11,30.6%,11,25,30.6%
T160420,Administrar parámetros de Pagos y Transferencias,12,0,0.0%,0,0.0%,0,0.0%,0,12,0.0%
T160420,Cobrar Servicio Quinto Ciclo ACH Colombia,12,0,0.0%,0,0.0%,0,0.0%,0,12,0.0%
T160420,Depurar Masivamente Cuentas Beneficiarias de Clientes Pagadores,4,0,0.0%,0,0.0%,0,0.0%,0,4,0.0%
T160420,Inscribir Cuenta Mascara o Cuenta de Garantía,11,0,0.0%,0,0.0%,0,0.0%,0,11,0.0%
T160420,Modificar Parámetros del Cliente Pagador,9,0,0.0%,0,0.0%,0,0.0%,0,9,0.0%
T160420,Modificar Tarifas de Clientes Pagadores,7,0,0.0%,0,0.0%,0,0.0%,0,7,0.0%
T160420,Procesar Novedades y Mantenimientos Servicio de Pagos y Transferencias,7,0,0.0%,0,0.0%,0,0.0%,0,7,0.0%
T160420,Procesar Novedades y Mantenimientos Swift,5,0,0.0%,0,0.0%,1,20.0%,1,4,20.0%
T160420,T160420 Procesar Novedades y Mantenimientos Servicio de Pagos y Transferencias,7,0,0.0%,0,0.0%,0,0.0%,0,7,0.0%
T160440,Analizar Resultados,7,0,0.0%,0,0.0%,0,0.0%,0,7,0.0%
T160440,Realizar Estudio de Crédito Hipotecario,27,0,0.0%,0,0.0%,1,3.7%,1,26,3.7%
T160440,Realizar Proceso de Calidad F416,8,0,0.0%,0,0.0%,0,0.0%,0,8,0.0%
T160440,Solicitar Reestudio,17,0,0.0%,0,0.0%,0,0.0%,0,17,0.0%
T160440,Solicitar reestudio,21,0,0.0%,0,0.0%,2,9.5%,2,19,9.5%
T160440,Validar Inmueble,22,0,0.0%,1,4.5%,1,4.5%,2,20,9.1%
T160443,Ejecutar procedimientos MASIVOS,40,0,0.0%,0,0.0%,1,2.5%,1,39,2.5%
T160443,Estudiar  solicitudes de  PROTECCIÓN,17,0,0.0%,0,0.0%,4,23.5%,4,13,23.5%
T160443,Estudiar  solicitudes de PREFERENCIAL,60,0,0.0%,0,0.0%,9,15.0%,9,51,15.0%
T160443,Estudiar solicitudes Mesa de Fraudes,19,0,0.0%,0,0.0%,4,21.1%,4,15,21.1%
T160443,Estudiar solicitudes de BPO,25,0,0.0%,0,0.0%,5,20.0%,5,20,20.0%
T160443,Estudiar solicitudes de CONSUMO,25,0,0.0%,0,0.0%,5,20.0%,5,20,20.0%
T160443,Estudiar solicitudes de Consumo,21,0,0.0%,0,0.0%,3,14.3%,3,18,14.3%
T160443,Estudiar solicitudes de Consumo-BPO,19,0,0.0%,0,0.0%,4,21.1%,4,15,21.1%
T160443,Estudiar solicitudes de FOPEP,16,0,0.0%,0,0.0%,4,25.0%,4,12,25.0%
T160443,Estudiar solicitudes de Fopep Protección,16,0,0.0%,0,0.0%,3,18.8%,3,13,18.8%
T160443,Estudiar y solicitar desembolso COLPENSIONES,43,0,0.0%,0,0.0%,4,9.3%,4,39,9.3%
T160443,Realizar Procedimiento de Calidad GOP,10,0,0.0%,0,0.0%,0,0.0%,0,10,0.0%
T160443,Realizar Proceso de Calidad Reportería Legal,12,0,0.0%,0,0.0%,0,0.0%,0,12,0.0%
T160443,Realizar estudio de crédito persona natural,26,0,0.0%,0,0.0%,5,19.2%,5,21,19.2%
T160444,Grabar LME,45,0,0.0%,0,0.0%,5,11.1%,5,40,11.1%
T160444,Realizar Grabación Empresas y Corporativo,36,0,0.0%,0,0.0%,12,33.3%,12,24,33.3%
T160444,Realizar grabación Canal Digital Masivo,12,0,0.0%,0,0.0%,5,41.7%,5,7,41.7%
T160444,Realizar grabación Independientes,38,0,0.0%,0,0.0%,8,21.1%,8,30,21.1%
T160444,Realizar grabación Leasing y Renting,42,0,0.0%,0,0.0%,8,19.0%,8,34,19.0%
T160444,Realizar grabación Persona Natural,23,0,0.0%,0,0.0%,4,17.4%,4,19,17.4%
T160444,Realizar grabación Procesos masivos todos los segmentos,11,0,0.0%,0,0.0%,4,36.4%,4,7,36.4%
T160444,Realizar grabación Pyme - Operaciones urgentes,35,0,0.0%,0,0.0%,9,25.7%,9,26,25.7%
T160444,"Realizar grabación Re, Mo y Consolidación de pasivos",16,0,0.0%,0,0.0%,3,18.8%,3,13,18.8%
T160444,Realizar grabación Reestructuraciones,7,0,0.0%,0,0.0%,1,14.3%,1,6,14.3%
T160452,"CONT Realizar el cierre contable de FIC, FCP y Neg Fidu para Valores y Fid",21,0,0.0%,0,0.0%,6,28.6%,6,15,28.6%
T160452,CONT Realizar el cierre contable de los Fideicomisos de Inversión FIC Y FCP,17,0,0.0%,0,0.0%,1,5.9%,1,16,5.9%
T160452,CONT Realizar el cierre contable de los Fideicomisos de Inversión y FIC,17,0,0.0%,0,0.0%,1,5.9%,1,16,5.9%
T160452,Elaborar XBRL y Revelaciones,8,0,0.0%,0,0.0%,0,0.0%,0,8,0.0%
T160452,"Realizar el cierre contable de FIC, FCP y Neg Fid para Valores y Fid",40,0,0.0%,0,0.0%,10,25.0%,10,30,25.0%
T160452,Realizar el cierre contable de los Fideicomisos de Inversión FIC Y FCP,29,0,0.0%,0,0.0%,1,3.4%,1,28,3.4%
T160452,Realizar el cierre contable de los Fideicomisos de Inversión y FIC,23,0,0.0%,0,0.0%,1,4.3%,1,22,4.3%
T160456,Activar 3er Nodo Tecnológico ACH Cenit,6,0,0.0%,0,0.0%,0,0.0%,0,6,0.0%
T160456,Aprobar solicitud Transfiya,18,0,0.0%,0,0.0%,2,11.1%,2,16,11.1%
T160456,Atender Falla Cenit WEB,7,0,0.0%,0,0.0%,1,14.3%,1,6,14.3%
T160456,Atender Falla URL ACH Cenit,9,0,0.0%,0,0.0%,1,11.1%,1,8,11.1%
T160456,Atender Falla en Archivo NACHA-M,16,0,0.0%,0,0.0%,1,6.2%,1,15,6.2%
T160456,Atender Falla en CornerStone,11,0,0.0%,0,0.0%,1,9.1%,1,10,9.1%
T160456,Atender Falla “Cifrado de archivo Nacha-M ACH Colombia”,15,0,0.0%,0,0.0%,1,6.7%,1,14,6.7%
T160456,Atender Falla “Gestion de Instrucciones SEBRA”,8,0,0.0%,0,0.0%,0,0.0%,0,8,0.0%
T160456,Enviar Dinero Transfiya,15,0,0.0%,0,0.0%,0,0.0%,0,15,0.0%
T160456,Gestionar Traslado de Fondos a ACH,13,0,0.0%,0,0.0%,1,7.7%,1,12,7.7%
T160456,Manejar las devoluciones por operador de ACH Colombia,11,0,0.0%,0,0.0%,0,0.0%,0,11,0.0%
T160456,Procesar Falla URL ACH CENIT,9,0,0.0%,0,0.0%,1,11.1%,1,8,11.1%
T160456,Procesar Falla en Archivo NACHA-M,11,0,0.0%,0,0.0%,1,9.1%,1,10,9.1%
T160456,Procesar Falla en CornerStone,11,0,0.0%,0,0.0%,1,9.1%,1,10,9.1%
T160456,Procesar Falla en CriptoVault,12,0,0.0%,0,0.0%,1,8.3%,1,11,8.3%
T160456,Procesar transacciones servicio de pagos y transferencias ACH,24,0,0.0%,0,0.0%,1,4.2%,1,23,4.2%
T160456,Recibir archivos ACH,25,0,0.0%,0,0.0%,0,0.0%,0,25,0.0%
T160456,Recibir dinero Transfiya,18,0,0.0%,0,0.0%,0,0.0%,0,18,0.0%
T160456,Transmitir archivos ACH,11,0,0.0%,0,0.0%,1,9.1%,1,10,9.1%
T160458,Compensar facturas ACH,13,0,0.0%,0,0.0%,0,0.0%,0,13,0.0%
T160461,Generar Ofertas de Originación y Contención,18,0,0.0%,0,0.0%,1,5.6%,1,17,5.6%
T160461,Preaprobar Clientes Personas y Pyme,26,0,0.0%,0,0.0%,1,3.8%,1,25,3.8%
T160465,Administrar productos de protección Sufi,8,0,0.0%,0,0.0%,0,0.0%,0,8,0.0%
T160465,Administrar seguros generados en los Créditos Sufi,8,0,0.0%,0,0.0%,0,0.0%,0,8,0.0%
T160465,Cancelar por endoso,11,0,0.0%,0,0.0%,0,0.0%,0,11,0.0%
T160465,Conciliar seguros,20,0,0.0%,0,0.0%,5,25.0%,5,15,25.0%
T160465,Endosar por primera vez,4,0,0.0%,0,0.0%,0,0.0%,0,4,0.0%
T160465,Realizar cancelación del seguro,9,0,0.0%,0,0.0%,1,11.1%,1,8,11.1%
T160465,Recuperar endoso de vehículo,15,0,0.0%,0,0.0%,0,0.0%,0,15,0.0%
T160465,Renovar póliza,10,0,0.0%,0,0.0%,0,0.0%,0,10,0.0%
T160486,Administrar parámetros,8,0,0.0%,0,0.0%,0,0.0%,0,8,0.0%
T160487,Ampliar plazos TDC,9,0,0.0%,0,0.0%,1,11.1%,1,8,11.1%
T160487,Aplicar Novedades No Monetarias,8,0,0.0%,0,0.0%,1,12.5%,1,7,12.5%
T160487,Aplicar Novedades TDC,46,0,0.0%,1,2.2%,5,10.9%,6,40,13.0%
T160487,Cancelar Pagaré de Tarjeta de Crédito,9,0,0.0%,1,11.1%,1,11.1%,2,7,22.2%
T160487,Centro de Soluciones Empresariales,14,0,0.0%,0,0.0%,0,0.0%,0,14,0.0%
T160487,Comprar Cartera,18,0,0.0%,0,0.0%,1,5.6%,1,17,5.6%
T160487,Comprar Cartera Aliado,21,0,0.0%,0,0.0%,1,4.8%,1,20,4.8%
T160487,Comprar Cartera Digital,29,0,0.0%,1,3.4%,0,0.0%,1,28,3.4%
T160487,Gestionar Fallecimiento Incapacidad Total o Permanente,16,0,0.0%,0,0.0%,14,87.5%,14,2,87.5%
T160487,Gestionar Fallecimiento Incapacidad Total y Permanente,12,0,0.0%,0,0.0%,1,8.3%,1,11,8.3%
T160487,Mantenimiento de Cupos UADR,11,0,0.0%,0,0.0%,0,0.0%,0,11,0.0%
T160487,Procesar Interfaz No Monetaria,12,0,0.0%,0,0.0%,0,0.0%,0,12,0.0%
T160487,Solicitar Centro de Conservación,15,0,0.0%,0,0.0%,4,26.7%,4,11,26.7%
T160491,Generar Informes Internos y Externos de TDC,8,0,0.0%,0,0.0%,0,0.0%,0,8,0.0%
T160491,Generar Informes Internos y Externos de medios y aceptación de pagos,14,0,0.0%,0,0.0%,4,28.6%,4,10,28.6%
T160491,Proceso Contingente,15,0,0.0%,0,0.0%,5,33.3%,5,10,33.3%
T160493,Emitir TDC por segunda vez,11,0,0.0%,0,0.0%,2,18.2%,2,9,18.2%
T160493,Personalizar y entregar producto TDC,45,0,0.0%,0,0.0%,0,0.0%,0,45,0.0%
T160494,Procesar Abonos a TDC,58,0,0.0%,0,0.0%,4,6.9%,4,54,6.9%
T160499,Contingencia,15,0,0.0%,0,0.0%,2,13.3%,2,13,13.3%
T160499,Procedimiento de Contingencia,16,0,0.0%,0,0.0%,3,18.8%,3,13,18.8%
T160499,Realizar Desembolso manual,9,0,0.0%,0,0.0%,1,11.1%,1,8,11.1%
T160499,Realizar Estudio manual,5,0,0.0%,0,0.0%,0,0.0%,0,5,0.0%
T160499,Realizar estudio y desembolso créditos de consumo,30,0,0.0%,0,0.0%,2,6.7%,2,28,6.7%
T160542,Administrar Compromisos de Crédito,15,0,0.0%,0,0.0%,0,0.0%,0,15,0.0%
T160542,Aperturar Compromisos de Crédito,5,0,0.0%,0,0.0%,1,20.0%,1,4,20.0%
T160542,Grabar Novedades Compromisos de Crédito,6,0,0.0%,0,0.0%,2,33.3%,2,4,33.3%
T160542,Recibir Pago de la Comisión,17,0,0.0%,0,0.0%,1,5.9%,1,16,5.9%
T160558,Desembolsar solicitudes,19,0,0.0%,0,0.0%,6,31.6%,6,13,31.6%
T160558,Estudiar solicitudes,21,0,0.0%,0,0.0%,6,28.6%,6,15,28.6%
T160558,Gestionar modelo de originación de sufi,6,0,0.0%,0,0.0%,1,16.7%,1,5,16.7%
T160558,Procedimiento Contingente,17,0,0.0%,0,0.0%,2,11.8%,2,15,11.8%
T160558,Radicar Solicitudes,10,0,0.0%,0,0.0%,2,20.0%,2,8,20.0%
T160558,Realizar la Venta y Estudio de Crédito de Vehículo,39,0,0.0%,0,0.0%,3,7.7%,3,36,7.7%
T160558,Tramitar Oferta,16,0,0.0%,0,0.0%,5,31.2%,5,11,31.2%
T160561,Administrar modelo de Fidelización,61,0,0.0%,0,0.0%,2,3.3%,2,59,3.3%
T160561,Compensar o resarcir clientes o usuarios,35,0,0.0%,0,0.0%,3,8.6%,3,32,8.6%
T160561,Ejecutar conciliación contable,11,0,0.0%,0,0.0%,0,0.0%,0,11,0.0%
T160561,Gestionar ajustes de interfaz,5,0,0.0%,0,0.0%,0,0.0%,0,5,0.0%
T160561,Gestionar factura,10,0,0.0%,0,0.0%,1,10.0%,1,9,10.0%
T160561,Gestionar información y monitoreo,7,0,0.0%,0,0.0%,0,0.0%,0,7,0.0%
T160561,Gestionar rechazos,5,0,0.0%,0,0.0%,0,0.0%,0,5,0.0%
T160561,Gestionar requerimientos,11,0,0.0%,0,0.0%,0,0.0%,0,11,0.0%
T160561,Gestionar solicitudes ATPC,10,0,0.0%,0,0.0%,2,20.0%,2,8,20.0%
T160572,Administrar parámetros de clientes,10,0,0.0%,0,0.0%,1,10.0%,1,9,10.0%
T160572,T160572 Administrar parámetros de clientes,14,0,0.0%,0,0.0%,4,28.6%,4,10,28.6%
T160598,Procesar controversias como adquirente FD,66,0,0.0%,0,0.0%,1,1.5%,1,65,1.5%
T160609,Certificados tributarios de Aceptación de Pagos,7,0,0.0%,0,0.0%,0,0.0%,0,7,0.0%
T160609,Ejecutar contingencia reporte conciliar,9,0,0.0%,0,0.0%,0,0.0%,0,9,0.0%
T160609,Ejecutar contingencia reporte conciliar de Aceptación de Pagos,8,0,0.0%,0,0.0%,0,0.0%,0,8,0.0%
T160609,Generar Informe Agredadores tradicional de Aceptación de Pagos,8,0,0.0%,0,0.0%,1,12.5%,1,7,12.5%
T160609,Generar Informe Deserciones tradicional Aceptación de Pagos,5,0,0.0%,0,0.0%,0,0.0%,0,5,0.0%
T160609,Generar Informe PCI Visa y Mastercard,11,0,0.0%,0,0.0%,0,0.0%,0,11,0.0%
T160609,Generar Informe agredadores adq tradiciona,8,0,0.0%,0,0.0%,1,12.5%,1,7,12.5%
T160609,Generar Informe de costos totales,7,0,0.0%,0,0.0%,0,0.0%,0,7,0.0%
T160609,Generar Informe de costos totales Aceptación de Pagos,7,0,0.0%,0,0.0%,0,0.0%,0,7,0.0%
T160609,Generar certificados tributarios,7,0,0.0%,0,0.0%,0,0.0%,0,7,0.0%
T160609,Generar información y reportes de Aceptación de Pagos,24,0,0.0%,0,0.0%,0,0.0%,0,24,0.0%
T160609,Generar información y reportes de adquirencia,8,0,0.0%,0,0.0%,0,0.0%,0,8,0.0%
T160609,Generar informe AMMF,5,0,0.0%,0,0.0%,0,0.0%,0,5,0.0%
T160609,Generar informe CUN,5,0,0.0%,0,0.0%,0,0.0%,0,5,0.0%
T160609,Generar informe Visa Online,7,0,0.0%,0,0.0%,0,0.0%,0,7,0.0%
T160609,Generar informe de bloqueos por SARLAFT,4,0,0.0%,0,0.0%,0,0.0%,0,4,0.0%
T160609,Generar informe de comercios activos,5,0,0.0%,0,0.0%,0,0.0%,0,5,0.0%
T160609,Generar reporte conciliar,26,0,0.0%,0,0.0%,1,3.8%,1,25,3.8%
T160609,Generar reporte conciliar a comercios,8,0,0.0%,0,0.0%,0,0.0%,0,8,0.0%
T160609,Generar reporte conciliar a comercios Aceptación de pagos,29,0,0.0%,0,0.0%,0,0.0%,0,29,0.0%
T160609,Generar reporte de agregadores Conexion Directa,10,0,0.0%,0,0.0%,0,0.0%,0,10,0.0%
T160609,Generar reporte de agregadores Inst. 63,8,0,0.0%,0,0.0%,0,0.0%,0,8,0.0%
T160609,Informe Comercios Afiliados con Bancolombia Aceptación de Pagos,4,0,0.0%,0,0.0%,0,0.0%,0,4,0.0%
T160609,Informe comercios nuevos y cambios de banco CUN Aceptación de Pagos,5,0,0.0%,0,0.0%,0,0.0%,0,5,0.0%
T160609,Mandate VISA AMMF Comercios Modelo Agregador,4,0,0.0%,0,0.0%,0,0.0%,0,4,0.0%
T160609,Mandate Visa Online,7,0,0.0%,0,0.0%,0,0.0%,0,7,0.0%
T160609,Procesar Bloqueos de Comercios SARLAFT,3,0,0.0%,0,0.0%,0,0.0%,0,3,0.0%
T160612,Causar Operaciones Leasing Habitacional,9,0,0.0%,0,0.0%,1,11.1%,1,8,11.1%
T160612,Crear o Actualizar Datos del Proveedor LH,19,0,0.0%,0,0.0%,3,15.8%,3,16,15.8%
T160612,Crear operaciones Leasing Habitacional,17,0,0.0%,0,0.0%,3,17.6%,3,14,17.6%
T160612,Gestionar Anticipos,30,0,0.0%,0,0.0%,7,23.3%,7,23,23.3%
T160612,Gestionar Solicitudes de Crédito Hipotecario y Leasing Habitacional,71,0,0.0%,0,0.0%,9,12.7%,9,62,12.7%
T160612,Plan de pagos y Documentos Legales,4,0,0.0%,0,0.0%,0,0.0%,0,4,0.0%
T160612,Radicar solicitud,18,0,0.0%,1,5.6%,4,22.2%,5,13,27.8%
T160612,Realizar Mantenimiento Operación,14,0,0.0%,0,0.0%,5,35.7%,5,9,35.7%
T160612,Semillero de Propietarios,2,0,0.0%,0,0.0%,0,0.0%,0,2,0.0%
T160612,Semillero de Propietarios Ahorro,22,0,0.0%,0,0.0%,1,4.5%,1,21,4.5%
T160612,Semillero de Propietarios Arriendo,16,0,0.0%,0,0.0%,1,6.2%,1,15,6.2%
T160615,Administrar proceso contable y monetario de aceptación digital,24,0,0.0%,0,0.0%,13,54.2%,13,11,54.2%
T160615,Conciliar Transacciones Aceptación Digital,15,1,6.7%,0,0.0%,4,26.7%,5,10,33.3%
T160615,Conciliar Transacciones Botón Bancolombia,6,1,16.7%,0,0.0%,0,0.0%,1,5,16.7%
T160615,Conciliar transacciones QR Bancolombia,6,0,0.0%,0,0.0%,0,0.0%,0,6,0.0%
T160621,Activar y Mantener Operaciones  Leasing,23,0,0.0%,0,0.0%,1,4.3%,1,22,4.3%
T160621,Activar y Mantener Operaciones Leasing,48,0,0.0%,0,0.0%,7,14.6%,7,41,14.6%
T160621,Generar Certificados y Poderes,13,0,0.0%,0,0.0%,1,7.7%,1,12,7.7%
T160621,Gestionar Abonos y Prepagos,18,0,0.0%,1,5.6%,2,11.1%,3,15,16.7%
T160621,Modificar Operaciones,15,0,0.0%,0,0.0%,1,6.7%,1,14,6.7%
T160621,Siniestrar la Operación o el Activo,10,0,0.0%,0,0.0%,0,0.0%,0,10,0.0%
T160622,Gestionar la Finalización Leasing Habitacional,31,0,0.0%,0,0.0%,8,25.8%,8,23,25.8%
T160622,Gestionar la Finalización Leasing habitacional,11,0,0.0%,0,0.0%,0,0.0%,0,11,0.0%
T160632,Gerenciar negocios fiduciarios,31,0,0.0%,0,0.0%,1,3.2%,1,30,3.2%
T160635,Administrar Negocios Fiduciarios Públicos y Concesiones,33,0,0.0%,0,0.0%,3,9.1%,3,30,9.1%
T160637,Liquidar el servicio en Corresponsales Bancarios,36,0,0.0%,0,0.0%,8,22.2%,8,28,22.2%
T160638,Conciliar Participación de Utilidades Seguros Voluntarios Sura,7,0,0.0%,0,0.0%,0,0.0%,0,7,0.0%
T160638,Generar cuenta de Cobro Sura,5,0,0.0%,0,0.0%,0,0.0%,0,5,0.0%
T160638,Generar cuenta de cobro Asistencias y Panamerican Life,7,0,0.0%,0,0.0%,0,0.0%,0,7,0.0%
T160638,Generar cuenta de cobro Cardif,9,0,0.0%,0,0.0%,1,11.1%,1,8,11.1%
T160638,Generar cuenta de cobro Deudores,12,0,0.0%,0,0.0%,1,8.3%,1,11,8.3%
T160638,Generar cuenta de cobro Deudores y Nequi,12,0,0.0%,0,0.0%,1,8.3%,1,11,8.3%
T160638,"Generar cuentas de cobro Seguros Voluntarios, Deudores y Nequi",7,0,0.0%,0,0.0%,0,0.0%,0,7,0.0%
T160638,Generar cuentas de cobro seguros voluntarios y deudores,7,0,0.0%,0,0.0%,0,0.0%,0,7,0.0%
T160638,Verificar provisión por participación de utilidades en seguros voluntarios,7,0,0.0%,0,0.0%,0,0.0%,0,7,0.0%
T160639,T160639 Administrar Terceros Negocios Fiduciarios,29,0,0.0%,0,0.0%,2,6.9%,2,27,6.9%
T160642,Causar y pagar operaciones negocios fiduciarios,66,0,0.0%,0,0.0%,2,3.0%,2,64,3.0%
T160642,Causar y pagar operaciones negocios fiduciarios - PRO - T160642,46,0,0.0%,0,0.0%,2,4.3%,2,44,4.3%
T160642,Contingencia,5,0,0.0%,0,0.0%,0,0.0%,0,5,0.0%
T160642,Contingencia causar y pagar,13,0,0.0%,0,0.0%,0,0.0%,0,13,0.0%
T160642,Cumplir órdenes de causación y pago de Negocios Fiduciarios,30,0,0.0%,2,6.7%,4,13.3%,6,24,20.0%
T160642,Gestionar correcciones monetarias,5,0,0.0%,0,0.0%,1,20.0%,1,4,20.0%
T160642,Gestionar inconsistencias,8,0,0.0%,0,0.0%,0,0.0%,0,8,0.0%
T160642,Gestionar listas de control,18,0,0.0%,0,0.0%,0,0.0%,0,18,0.0%
T160642,Gestionar novedades,33,0,0.0%,0,0.0%,3,9.1%,3,30,9.1%
T160642,Realizar ajustes al pago,14,0,0.0%,0,0.0%,2,14.3%,2,12,14.3%
T160642,Realizar causación,15,0,0.0%,0,0.0%,2,13.3%,2,13,13.3%
T160642,Realizar pago,9,0,0.0%,0,0.0%,1,11.1%,1,8,11.1%
T160647,Generar Información Contable Factoring,48,0,0.0%,0,0.0%,14,29.2%,14,34,29.2%
T160651,Administrar  parámetros del Sistema Factoring SAF,26,0,0.0%,0,0.0%,7,26.9%,7,19,26.9%
T160654,Realizar Desembolso Factoring SAF,42,0,0.0%,0,0.0%,4,9.5%,4,38,9.5%
T160655,Realizar Novedades y Mantenimientos de Cartera Factoring SAF,13,0,0.0%,0,0.0%,4,30.8%,4,9,30.8%
