t1.id_epica,t1.periodo,codigo_proceso,t2.procedimiento,t2.actividad
6811752,2026Q1,PAN040103,Administrar Listas de control,obtener archivo en ruta de entrega 
6811752,2026Q1,PAN040103,Administrar Listas de control,notificar hallazgos de validación 
6811752,2026Q1,PAN040103,Administrar Listas de control,entregar resultado al analista evaluador 
6811752,2026Q1,PAN040103,Administrar Listas de control,ejecutar rutina de consulta 
6811752,2026Q1,PAN040103,Administrar Listas de control,ejecutar ruta de consulta 
6811752,2026Q1,PAN040103,Administrar Listas de control,ejecutar consulta en safetwatch 
6811752,2026Q1,PAN040103,Administrar Listas de control,c003: validar fecha de actualización 
6811752,2026Q1,PAN040103,Administrar Listas de control,c002: validar el archivo más reciente 
6811752,2026Q1,PAN040103,Abrir Productos Pasivos,revisar mensaje de alerta en el sistema 
6811752,2026Q1,PAN040103,Abrir Productos Pasivos,registrar evidencia [act275] 
6811752,2026Q1,PAN040103,Abrir Productos Pasivos,recibir solicitud de apertura 
6811752,2026Q1,PAN040103,Abrir Productos Pasivos,recibir documentación [act265] 
